npi,provider_name,entity_type,taxonomy_description,city,state
A542640100,Not Found,Unknown,Unknown,Unknown,Unknown
A669467502,Not Found,Unknown,Unknown,Unknown,Unknown
A705719901,Not Found,Unknown,Unknown,Unknown,Unknown
A744938000,Not Found,Unknown,Unknown,Unknown,Unknown
A747024001,Not Found,Unknown,Unknown,Unknown,Unknown
A784457500,Not Found,Unknown,Unknown,Unknown,Unknown
A976414300,Not Found,Unknown,Unknown,Unknown,Unknown
A981940000,Not Found,Unknown,Unknown,Unknown,Unknown
M917673800,Not Found,Unknown,Unknown,Unknown,Unknown
1275752065,"TEMPUS UNLIMITED, INC.",NPI-2,Voluntary or Charitable,STOUGHTON,MA
1184841926,"CHINESE-AMERICAN PLANNING COUNCIL HOME ATTENDANT PROGRAM, INC.",NPI-2,Home Health,NEW YORK,NY
1538371778,"WHITE GLOVE COMMUNITY CARE, INC.",NPI-2,Case Management,BRICK,NJ
1649462169,ATTENTIVE HOME CARE AGENCY INC,NPI-2,Home Health,BROOKLYN,NY
1558781559,"X-TREME HOME CARE, INC.",NPI-2,Voluntary or Charitable,BAYSIDE,NY
1952591851,COMMUNITY HEALTH CENTER INC,NPI-2,"Counselor, Addiction (Substance Use Disorder)",MIDDLETOWN,CT
1487721155,"COMMUNITY HOME CARE REFERRAL SERVICE, INC.",NPI-2,Home Health,BROOKLYN,NY
1881708899,SHIELD CALIFORNIA HEALTH CARE CENTER INC,NPI-2,Durable Medical Equipment & Medical Supplies,VALENCIA,CA
1841302445,PEOPLE CARE INCORPORATED,NPI-2,Home Health,BROOKLYN,NY
1639172810,BOWEN HEALTH INC,NPI-2,Psychiatric Hospital,WARSAW,IN
1154317527,STATE OF MISSISSIPPI - UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,NPI-2,General Acute Care Hospital,JACKSON,MS
1326170796,"ALL METRO HOME CARE SERVICES OF NEW YORK, INC.",NPI-2,Home Health,LYNBROOK,NY
1164535274,ZOLL SERVICES LLC,NPI-2,Durable Medical Equipment & Medical Supplies,PITTSBURGH,PA
1639473580,"THE DORAL INVESTORS GROUP, LLC DBA HOUSE CALLS HOME CARE",NPI-2,Home Health,BROOKLYN,NY
1447886288,STATE OF MISSOURI,NPI-2,"Psychologist, Rehabilitation",JEFFERSON CITY,MO
1831151455,"UMASS MEMORIAL MEDICAL CENTER, INC.",NPI-2,General Acute Care Hospital,WORCESTER,MA
1689712481,CAREGIVERS HOME HEALTH TX INC,NPI-2,Nursing Care,RICHARDSON,TX
1568658821,COUNTY OF KERN,NPI-2,"Clinic/Center, Adult Mental Health",BAKERSFIELD,CA
1013377431,"S & A UNIFIED HOME CARE, INC.",NPI-2,Home Health,BROOKLYN,NY
1114070752,NATIONAL MENTOR HEALTHCARE,NPI-2,"Day Training, Developmentally Disabled Services",PHOENIX,AZ
1467832584,"MARKS HOME CARE AGENCY OF NY, INC",NPI-2,Home Health,REGO PARK,NY
1295842508,ALLIANCE FOR HEALTH,NPI-2,In Home Supportive Care,BROOKLYN,NY
1801276738,"PALCO, INC.",NPI-2,Supports Brokerage,MAUMELLE,AR
1477921609,GOLDEN TOUCH HOME HEALTH LLC,NPI-2,Home Health,NEW YORK,NY
1881630614,QUEST DIAGNOSTICS LLC IL,NPI-2,Clinical Medical Laboratory,WOOD DALE,IL
1740556844,LONGEVITY HEALTH SERVICES LLC,NPI-2,Home Health,FLUSHING,NY
1609858729,"RGH ENTERPRISES, LLC",NPI-2,Prosthetic/Orthotic Supplier,TWINSBURG,OH
1962502229,INTEGRA PARTNERS LLC,NPI-2,Orthotic Fitter,TROY,MI
1417002007,"ULTIMATE CARE, INC.",NPI-2,Home Health,BROOKLYN,NY
1922463751,"VEYO, LLC",NPI-2,Secured Medical Transport (VAN),LAKE ST LOUIS,MO
1205378379,"TRUE FAMILY CARE SERVICES, LLC",NPI-2,Home Health,BROOKLYN,NY
1679524961,"LEGACY COMMUNITY HEALTH SERVICES, INC",NPI-2,Pediatrics,HOUSTON,TX
1295261683,THE DEVEREUX FOUNDATION,NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",CHERRY HILL,NJ
1063525152,MONTEFIORE MEDICAL CENTER,NPI-2,Anesthesiology,BRONX,NY
1841739752,COMMITTED HOME CARE INC.,NPI-2,Home Health,MONROE,NY
1619334323,CONSUMER DIRECT DISTRICT OF COLUMBIA,NPI-2,Home Health,MISSOULA,MT
1750769345,"CARING PROFESSIONALS, INC.",NPI-2,Home Health,FOREST HILLS,NY
1780921387,JS HOME CARE AGENCY OF NY,NPI-2,Home Health,BROOKLYN,NY
1053688572,NORTH SHORE-LIJ MEDICAL PC,NPI-2,Urology,GREAT NECK,NY
1548212988,CHILDREN'S HOSPITAL MEDICAL CENTER,NPI-2,"Clinic/Center, Primary Care",CINCINNATI,OH
1588659528,RHODE ISLAND HOSPITAL,NPI-2,General Acute Care Hospital,PROVIDENCE,RI
1841476009,INFINITI HOME CARE INC,NPI-2,Home Health,FOREST HILLS,NY
1215934005,NEW YORK HEALTH CARE INC,NPI-2,Home Health,VALLEY STREAM,NY
1285641514,LONG ISLAND JEWISH MEDICAL CENTER,NPI-2,General Acute Care Hospital,NEW HYDE PARK,NY
1891227203,DHCARE NY LLC,NPI-2,Home Health,JAMAICA,NY
1083715460,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NPI-2,"Ambulance, Land Transport",BROOKLYN,NY
1336560390,ELITE CHOICE LLC,NPI-2,Home Health,BROOKLYN,NY
1215998323,UNIVERSITY HOSPITAL,NPI-2,General Acute Care Hospital,NEWARK,NJ
1104176676,"ALLIES, INC.",NPI-2,"Day Training, Developmentally Disabled Services",HAMILTON,NJ
1487602736,"EL RIO SANTA CRUZ NEIGHBORHOOD HEALTH CENTER, INC",NPI-2,"Clinic/Center, Federally Qualified Health Center (FQHC)",TUCSON,AZ
1871651588,"SOUTH SHORE HOME HEALTH SERVICE, INC.",NPI-2,In Home Supportive Care,RONKONKOMA,NY
1821456526,COMMUNITY ACCESS UNLIMITED,NPI-2,Supports Brokerage,ELIZABETH,NJ
1568442309,THE COOPER HEALTH SYSTEM,NPI-2,General Acute Care Hospital,CAMDEN,NJ
1487603585,CAMBRIDGE PUBLIC HEALTH COMMISSION,NPI-2,General Acute Care Hospital,CAMBRIDGE,MA
1669878567,MOUNTAIN PARK HEALTH CENTER,NPI-2,"Clinic/Center, Federally Qualified Health Center (FQHC)",PHOENIX,AZ
1649301789,EASTER SEALS MIDWEST,NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",BALLWIN,MO
1215913470,PRESBYTERIAN HEALTHCARE SERVICES,NPI-2,Emergency Medicine,ALBUQUERQUE,NM
1417941774,J&B MEDICAL SUPPLY CO INC,NPI-2,Durable Medical Equipment & Medical Supplies,WIXOM,MI
1194028969,"COMMUNITY OPTIONS, INC.",NPI-2,"Day Training, Developmentally Disabled Services",PRINCETON,NJ
1689744856,JERSEY CITY MEDICAL CENTER,NPI-2,General Acute Care Hospital,JERSEY CITY,NJ
1497014252,ADVANTAGE MANAGEMENT ASSOCIATES INC.,NPI-2,Home Health,BROOKLYN,NY
1457456279,HMH HOSPITALS CORPORATION,NPI-2,Ambulance,HACKENSACK,NJ
1164572616,"THE TUNGLAND COMPANY, LLC",NPI-2,"Residential Treatment Facility, Intellectual and/or Developmental Disabilities",PHOENIX,AZ
1235677162,LINK HOMECARE-CDPAP LLC.,NPI-2,Home Health,SOUTH OZONE PARK,NY
1710087127,CHILDREN'S HOSPITAL CORPORATION,NPI-2,Clinic/Center,BOSTON,MA
1619363678,"HORIZON HOME CARE SERVICES, INC.",NPI-2,Home Health,BRONX,NY
1437541133,THE ROYAL CARE FI LLC,NPI-2,Home Health,BROOKLYN,NY
1992980387,"ABOUND HEALTH, LLC",NPI-2,In Home Supportive Care,MINT HILL,NC
1750823381,"FAMILY WELLNESS PROGRAM, LLC",NPI-2,Home Health,BRONX,NY
1992781470,"CENTERSTONE OF INDIANA, INC.",NPI-2,Community/Behavioral Health,BLOOMINGTON,IN
1003878539,REGENTS OF THE UNIVERSITY OF MICHIGAN,NPI-2,"Clinic/Center, End-Stage Renal Disease (ESRD) Treatment",ANN ARBOR,MI
1811062763,MID ATLANTIC PEMANENTE MEDICAL GROUP,NPI-2,Health Maintenance Organization,ROCKVILLE,MD
1417406679,M AND N HOME CARE SERVICES LLC,NPI-2,In Home Supportive Care,JAMAICA,NY
1245239540,"HOME CARE DELIVERED, INC.",NPI-2,Durable Medical Equipment & Medical Supplies,RICHMOND,VA
1730421553,ADDICTION RECOVERY CARE LLC,NPI-2,"Community Based Residential Treatment Facility, Mental Illness",LOUISA,KY
1700960580,"DISABILITY SERVICES OF THE SOUTHWEST, INC",NPI-2,"Day Training, Developmentally Disabled Services",SAN ANTONIO,TX
1730278409,PARKSHORE HOME HEALTH CARE LLC,NPI-2,Home Health,BROOKLYN,NY
1891799227,"NORTON HOSPITALS, INC",NPI-2,General Acute Care Hospital,LOUISVILLE,KY
1225468663,"PARAMOUNT HOME CARE AGENCY, INC",NPI-2,Home Health,BROOKLYN,NY
1538105366,SONORA QUEST LABORATORIES LLC,NPI-2,Clinical Medical Laboratory,PHOENIX,AZ
1902921380,CORNELL SCOTT HILL HEALTH CORPORATION,NPI-2,"Psychiatry & Neurology, Child & Adolescent Psychiatry",NEW HAVEN,CT
1720471568,"MAGIC HOME CARE, LLC",NPI-2,Home Health,BROOKLYN,NY
1164887808,"TEMPUS UNLIMITED, INC.",NPI-2,Voluntary or Charitable,STOUGHTON,MA
1457379448,DAYTON CHILDREN'S HOSPITAL,NPI-2,"General Acute Care Hospital, Children",DAYTON,OH
1295726032,LABORATORY CORPORATION OF AMERICA HOLDINGS,NPI-2,Clinical Medical Laboratory,BIRMINGHAM,AL
1912919481,CHILDRENS HOSPITAL OF THE KINGS DAUGHTERS INC,NPI-2,"Social Worker, Clinical",NORFOLK,VA
1356334577,MINIMED DISTRIBUTION CORP.,NPI-2,Durable Medical Equipment & Medical Supplies,NORTHRIDGE,CA
1619224029,"TRI-MED HOME CARE SERVICES, INC.",NPI-2,Home Health,HEWLETT,NY
1407855240,"ROCKY MOUNTAIN HOLDINGS, LLC",NPI-2,"Ambulance, Air Transport",SYLACAUGA,AL
1891092649,"ATTENDING HOME CARE SERVICES, LLC",NPI-2,Home Health,BROOKLYN,NY
1306388525,"FAMILY COUNSELING CENTER, INC",NPI-2,Community/Behavioral Health,KENNETT,MO
1639711294,UOFL HEALTH-LOUISVILLE INC,NPI-2,Psychiatric Hospital,LOUISVILLE,KY
1750368700,LABORATORY CORPORATION OF AMERICA HOLDINGS,NPI-2,Clinical Medical Laboratory,RESEARCH TRIANGLE PARK,NC
1265802847,CARINGHOUSE PROJECTS,NPI-2,Respite Care,ATLANTIC CITY,NJ
1952852113,ABEST CARE INC,NPI-2,Home Health,FLUSHING,NY
1982869459,B& H HEALTCARE SERVICES INC,NPI-2,Home Health,BROOKLYN,NY
1932103413,MOUNT SINAI HOSPITAL,NPI-2,Ambulance,NEW YORK,NY
1174689665,BETH ISRAEL MEDICAL CENTER,NPI-2,Psychiatric Unit,BROOKLYN,NY
1194706655,YUMA REGIONAL MEDICAL CENTER,NPI-2,General Acute Care Hospital,YUMA,AZ
1790721538,QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,NPI-2,Clinical Medical Laboratory,IRVING,TX
1386022101,"SUPPORTED LIVING AND EMPLOYMENT SERVICES, INC.",NPI-2,Community/Behavioral Health,SPRINGFIELD,MO
1750781076,"BETTER CHOICE HOME CARE, INC.",NPI-2,Home Health,BROOKLYN,NY
1174661078,"ABILITY360, INC,",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",PHOENIX,AZ
1538668165,"HAMASPIK CARE, INC.",NPI-2,Home Health,SPRING VALLEY,NY
1477807667,"BYRAM HEALTHCARE CENTERS, INC.",NPI-2,Durable Medical Equipment & Medical Supplies,TORRANCE,CA
1184259913,STATE OF MISSOURI,NPI-2,"Counselor, Addiction (Substance Use Disorder)",JEFFERSON CITY,MO
1548202641,"BETH ISRAEL DEACONESS MEDICAL CENTER, INC.",NPI-2,General Acute Care Hospital,BOSTON,MA
1154480069,"DAP HEALTH, INC.",NPI-2,Family Medicine,EL CAJON,CA
1396048070,MBI HEALTH SERVICES LLC,NPI-2,Case Management,WASHINGTON,DC
1447575204,"COOPERATIVE HOME CARE ASSOCIATES, INC",NPI-2,Home Health,BRONX,NY
1124186747,"RECCO HOME CARE SERVICE, INC.",NPI-2,Home Health,MASSAPEQUA,NY
1740262880,LABORATORY CORPORATION OF AMERICA,NPI-2,Clinical Medical Laboratory,PHOENIX,AZ
1871543215,STANFORD HEALTH CARE,NPI-2,General Acute Care Hospital,STANFORD,CA
1386751162,"ACCENTCARE OF NEW YORK, INC.",NPI-2,Home Health,YONKERS,NY
1902809940,LABORATORY CORPORATION OF AMERICA HOLDINGS,NPI-2,Clinical Medical Laboratory,BURLINGTON,NC
1447510326,GOOD CARE AGENCY INC,NPI-2,Home Health,BROOKLYN,NY
1295827780,"DEGC ENTERPRISES (U.S.), INC.",NPI-2,Durable Medical Equipment & Medical Supplies,CLEARWATER,FL
1750482022,"CHILDREN'S HOSPITAL OF WISCONSIN, INC.",NPI-2,"Dentist, Pediatric Dentistry",MILWAUKEE,WI
1972047181,CARE FINDERS LLC,NPI-2,Home Health,NEW YORK,NY
1093777492,MAIMONIDES MEDICAL CENTER,NPI-2,General Acute Care Hospital,BROOKLYN,NY
1801270137,SAC HEALTH SYSTEM,NPI-2,"Clinic/Center, Community Health",SAN BERNARDINO,CA
1982843124,ALL CARE HOME HEALTH SERVICES LLC,NPI-2,Home Health,BROOKLYN,NY
1457788275,"IDEAL OPTION, PLLC",NPI-2,"Preventive Medicine, Addiction Medicine",PASCO,WA
1912390931,"AMAZING HOME CARE SERVICES, LLC",NPI-2,Home Health,BRONX,NY
1174793996,"X-TREME CARE, LLC",NPI-2,Home Health,BAY SIDE,NY
1912903717,"DOMINION DIAGNOSTICS, LLC",NPI-2,Clinical Medical Laboratory,NORTH KINGSTOWN,RI
1134271661,CONNECTICUT CHILDREN'S MEDICAL CENTER,NPI-2,"General Acute Care Hospital, Children",HARTFORD,CT
1528126133,"ADELANTE HEALTHCARE, INC.",NPI-2,Family Medicine,PHOENIX,AZ
1336238237,MERIDIAN SERVICES,NPI-2,Community/Behavioral Health,MUNCIE,IN
1154788412,"EAGLE EYE FV, INC",NPI-2,Early Intervention Provider Agency,BROOKLYN,NY
1245765163,HHSC WIC PROGRAM,NPI-2,Pharmacy,AUSTIN,TX
1689652166,"LEGACY HOME HEALTH AGENCY, INC.",NPI-2,Home Health,CORPUS CHRISTI,TX
1922090554,SPECTRUM HEALTH HOSPITALS,NPI-2,General Acute Care Hospital,GRAND RAPIDS,MI
1760491674,"MOUNTAIN COMPREHENSIVE CARE CENTER, INC.",NPI-2,"Counselor, Mental Health",PRESTONSBURG,KY
1659435840,MEDICAL UNIVERSITY HOSPITAL AUTHORITY,NPI-2,General Acute Care Hospital,CHARLESTON,SC
1649472853,"I & Y SENIOR CARE, INC.",NPI-2,Home Health,BROOKLYN,NY
1104802354,PRESBYTERIAN HEALTHCARE SERVICES,NPI-2,Surgery,ALBUQUERQUE,NM
1851333686,"DANA-FARBER CANCER INSTITUTE, INC.",NPI-2,General Acute Care Hospital,BOSTON,MA
1548378235,MEDSTAR WASHINGTON HOSPITAL CENTER,NPI-2,General Acute Care Hospital,WASHINGTON,DC
1801992631,NYU LANGONE HOSPITALS,NPI-2,"Clinic/Center, Oncology",NEW YORK,NY
1033162987,"CONSUMER DIRECTED CHOICES, INC.",NPI-2,"Technician, Attendant Care Provider",ALBANY,NY
1679606735,BHRAGS HOME CARE CORP.,NPI-2,Home Health,BROOKLYN,NY
1588804405,"ALTERNATE STAFFING, INC.",NPI-2,Home Health,BROOKLYN,NY
1013374222,LSU HEALTH SCIENCES CENTER SHREVEPORT FACULTY GROUP PRACTICE,NPI-2,Oral & Maxillofacial Surgery,SHREVEPORT,LA
1649678350,"ALLSTAR HOMECARE AGENCY, INC",NPI-2,Home Health,BROOKLYN,NY
1467595793,"TRUMAN MEDICAL CENTER, INCORPORATED",NPI-2,General Acute Care Hospital,KANSAS CITY,MO
1811997638,"MEDLINE INDUSTRIES, LP",NPI-2,Durable Medical Equipment & Medical Supplies,GRAYSLAKE,IL
1134455942,GREATCARE INC,NPI-2,Home Health,NEW YORK,NY
1568407310,THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,NPI-2,Psychiatric Unit,INDIANAPOLIS,IN
1720166259,"DIVINE HOUSE, INC.",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",WILLMAR,MN
1184827990,INSTANT CARE OF ARIZONA,NPI-2,Home Health,PHOENIX,AZ
1912976408,"PLANNED PARENTHOOD/ORANGE AND SAN BERNARDINO COUNTIES, INC.",NPI-2,"Clinic/Center, Ambulatory Family Planning Facility",ORANGE,CA
1760618961,"STUART T.WILSON C.P.A.,P.C.",NPI-2,Supports Brokerage,MIDLAND,MI
1043382302,"PROCARE PHARMACY DIRECT, LLC.",NPI-2,"Pharmacy, Community/Retail Pharmacy",MONROEVILLE,PA
1255360517,ROCHESTER GENERAL HOSPITAL,NPI-2,"Dentist, General Practice",ROCHESTER,NY
1528041811,GROSSMONT HOSPITAL CORPORATION,NPI-2,General Acute Care Hospital,LA MESA,CA
1447546007,THE FOGARTY CENTER,NPI-2,"Day Training, Developmentally Disabled Services",BARRINGTON,RI
1023175072,"HABIT OPCO, LLC",NPI-2,Case Management,SPRINGFIELD,MA
1851346720,ASHLAND HOSPITAL CORPORATION,NPI-2,"Clinic/Center, Rural Health",ASHLAND,KY
1588656870,UNIVERSITY OF UTAH,NPI-2,"Clinic/Center, Dental",SALT LAKE CITY,UT
1053477075,THE HOSPITAL OF CENTRAL CONNECTICUT AT NEW BRITAIN GENERAL AND BRADLEY,NPI-2,General Acute Care Hospital,NEW BRITAIN,CT
1891770806,LABORATORY CORPORATION OF AMERICA HOLDINGS,NPI-2,Clinical Medical Laboratory,CHARLESTON,WV
1417954165,"ACTIVSTYLE, LLC",NPI-2,"Durable Medical Equipment & Medical Supplies, Parenteral & Enteral Nutrition",SAINT PAUL,MN
1235188673,SPECTRUM HEALTH PRIMARY CARE PARTNERS,NPI-2,"Psychologist, Clinical Child & Adolescent",GRAND RAPIDS,MI
1467536276,SEATTLE CHILDREN'S HOSPITAL,NPI-2,Prosthetic/Orthotic Supplier,SEATTLE,WA
1962728584,AVONDALE CARE GROUP LLC,NPI-2,Home Health,NEW YORK,NY
1578665048,OPTUM MEDICAL CARE OF NEW JERSEY PC,NPI-2,Durable Medical Equipment & Medical Supplies,SECAUCUS,NJ
1265819106,"REM NEW JERSEY, INC.",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",SOMERSET,NJ
1679587679,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,NPI-2,Internal Medicine,BRONX,NY
1902341050,NEMO HOME CARE,NPI-2,Case Management,BROOKLYN,NY
1033289533,"QUALITY HEALTHCARE, INC.",NPI-2,Home Health,BROOKLYN,NY
1518373703,"PRO CARE UNLIMITED, INC",NPI-2,Home Health,SOUTHFIELD,MI
1487632998,GENEDX LLC,NPI-2,"Medical Genetics, Ph.D. Medical Genetics",GAITHERSBURG,MD
1255377149,OHIOHEALTH CORPORATION,NPI-2,General Acute Care Hospital,COLUMBUS,OH
1790082410,"NEW MILLENIUM NY, INC",NPI-2,Home Health,FOREST HILLS,NY
1962585638,"UNLIMITED CARE, INC.",NPI-2,Home Health,WHITE PLAINS,NY
1730466590,"PRECISION TOXICOLOGY, LLC",NPI-2,Clinical Medical Laboratory,SAN DIEGO,CA
1376085100,REDISCOVER,NPI-2,Community/Behavioral Health,LEES SUMMIT,MO
1942694948,ELITE HHC LLC,NPI-2,Home Health,BROOKLYN,NY
1497870943,COMMONWEALTH OF MASSACHUSETTS,NPI-2,Community/Behavioral Health,TEWKSBURY,MA
1609812445,LABONE LLC,NPI-2,Clinical Medical Laboratory,LENEXA,KS
1215028931,SAN JOAQUIN BEHAVIORAL HEALTH SERVICES,NPI-2,"Counselor, Addiction (Substance Use Disorder)",STOCKTON,CA
1932166386,QUEST DIAGNOSTICS CLINICAL LABORATORIES INC,NPI-2,Clinical Medical Laboratory,TUCKER,GA
1952347791,QUEST DIAGNOSTICS LLC,NPI-2,Clinical Medical Laboratory,MARLBOROUGH,MA
1780621904,PARK NICOLLET CLINIC,NPI-2,Obstetrics & Gynecology,ST LOUIS PARK,MN
1356379382,SOUTHEASTERN EMERGENCY PHYSICIANS LLC,NPI-2,"Emergency Medicine, Pediatric Emergency Medicine",MAYSVILLE,KY
1588855100,TEAM MENTAL HEALTH SERVICES INC.,NPI-2,"Radiology, Diagnostic Radiology",DETROIT,MI
1760897755,"PHYSICIANS GROUP LABORATORIES, LLC",NPI-2,Clinical Medical Laboratory,HOUMA,LA
1710006051,COMMONWEALTH OF MASSACHUSETTS-DMH,NPI-2,Community/Behavioral Health,BROCKTON,MA
1467589911,"HELP AT HOME, LLC",NPI-2,Home Health,MERRILLVILLE BRA,IN
1477628758,"REM RAMSEY, INC.",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",NORTH SAINT PAUL,MN
1952332801,THE NEW YORK AND PRESBYTERIAN HOSPITAL,NPI-2,General Acute Care Hospital,NEW YORK,NY
1265848675,ELWYN NEW JERSEY,NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",VINELAND,NJ
1669466561,STATE OF CONNECTICUT,NPI-2,"Counselor, Professional",FARMINGTON,CT
1053357905,"ADVANCED RESPIRATORY, INC.",NPI-2,Durable Medical Equipment & Medical Supplies,SAINT PAUL,MN
1710924683,"GROUP HEALTH PLAN, INC.",NPI-2,"Clinic/Center, Multi-Specialty",MINNEAPOLIS,MN
1902863202,SUPER CARE INC,NPI-2,Durable Medical Equipment & Medical Supplies,CITY OF INDUSTRY,CA
1326288556,"HELPERS, LLC",NPI-2,Community/Behavioral Health,LENEXA,KS
1225168933,"THE WHOLE PERSON, INC.",NPI-2,Case Management,KANSAS CITY,MO
1609849074,"LA MAESTRA FAMILY CLINIC, INC.",NPI-2,"Clinic/Center, Federally Qualified Health Center (FQHC)",SAN DIEGO,CA
1205033289,"SAINT BENEDICTS HOME HEALTH, INC.",NPI-2,"Day Training, Developmentally Disabled Services",ROBSTOWN,TX
1265515639,NU-WAY HOUSE INC,NPI-2,Substance Abuse Rehabilitation Facility,MINNEAPOLIS,MN
1184612764,THE QUEENS MEDICAL CENTER,NPI-2,Psychiatric Unit,HONOLULU,HI
1396886297,CHILDREN'S SPECIALIZED HOSPITAL,NPI-2,Pediatrics,NEW BRUNSWICK,NJ
1194062448,QUEST DIAGNOSTICS MASSACHUSETTS LLC,NPI-2,Clinical Medical Laboratory,MARLBOROUGH,MA
1952390239,CHARLESTON AREA MEDICAL CENTER INC,NPI-2,General Acute Care Hospital,CHARLESTON,WV
1437458437,"PHOENIX HOME CARE, LLC",NPI-2,Nursing Care,SPRINGFIELD,MO
1750827127,IMMIGRANT ELDER HOME CARE LLC,NPI-2,Home Health,WOODSIDE,NY
1346243375,"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL, INC",NPI-2,General Acute Care Hospital,NEW BRUNSWICK,NJ
1366543795,NORTHWELL HEALTH LABORATORIES,NPI-2,Clinical Medical Laboratory,NEW HYDE PARK,NY
1447359997,OHIO STATE UNIVERSITY HOSPITALS,NPI-2,General Acute Care Hospital,COLUMBUS,OH
1629141213,PEDIATRIC HOME RESPIRATORY SERVICES LLC,NPI-2,Home Health,ROSEVILLE,MN
1699984724,FRIENDLY HOME CARE,NPI-2,Home Health,BROOKLYN,NY
1871647115,COUNTY OF SONOMA,NPI-2,"Clinic/Center, Mental Health (Including Community Mental Health Center)",SANTA ROSA,CA
1174680557,OHIOGUIDESTONE,NPI-2,Community/Behavioral Health,BEREA,OH
1265820179,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS LLC,NPI-2,"Clinic/Center, Multi-Specialty",TUCSON,AZ
1598793671,"SEVEN COUNTIES SERVICES, INC.",NPI-2,Counselor,LOUISVILLE,KY
1548602378,QUEENS HOMECARE AGENCY,NPI-2,Home Health,NEW YORK,NY
1699782722,AEGIS SCIENCES CORPORATION,NPI-2,Clinical Medical Laboratory,NASHVILLE,TN
1083810055,"PAS-PERSONAL ACCOUNTING SERVICES, INC.",NPI-2,Contractor,TAYLOR,MI
1669562328,"XINCON HOME-HEALTHCARE SERVICES, INC.",NPI-2,Home Health,NEW YORK,NY
1568512770,"REGION VIII, ONE SKY COMMUNITY SERVICES INC.",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",PORTSMOUTH,NH
1396716858,"HEALTH MANAGMENT OF KANSAS, INC.",NPI-2,Home Health,COFFEYVILLE,KS
1205927928,"UNIVERSAL REHABILITATION AND FITNESS, INC.",NPI-2,"Clinic/Center, Rehabilitation",LIVINGSTON,NJ
1962461889,UNIVERSITY PHYSICIANS INCORPORATED,NPI-2,Anesthesiology,AURORA,CO
1104982917,ST LUKES ROOSEVELT HOSPITAL CENTER,NPI-2,Case Management,NEW YORK,NY
1245305416,"DAC, INC",NPI-2,Community/Behavioral Health,MAQUOKETA,IA
1255868915,BARI HOME CARE LLC,NPI-2,Health Maintenance Organization,RONKONKOMA,NY
1104202761,VANDERBILT UNIVERSITY MEDICAL CENTER,NPI-2,Transplant Surgery,NASHVILLE,TN
1306912282,"REM HENNEPIN, INC.",NPI-2,"Community Based Residential Treatment Facility, Intellectual and/or Developmental Disabilities",MINNEAPOLIS,MN
1376526616,"EASTERSEALS MORC HEALTH CARE, INC.",NPI-2,"Psychiatry & Neurology, Psychiatry",AUBURN HILLS,MI
1467492421,"ST ELIZABETH MEDICAL CENTER, INC",NPI-2,Portable X-Ray and/or Other Portable Diagnostic Imaging Supplier,EDGEWOOD,KY
1003803032,WAKE FOREST UNIVERSITY HEALTH SCIENCES,NPI-2,"Clinic/Center, Multi-Specialty",WINSTON SALEM,NC
1609807122,SPARTANBURG MEDICAL CENTER,NPI-2,Ambulance,SPARTANBURG,SC
1487608485,"SPECTRUM HEALTH SYSTEMS, INC",NPI-2,"Clinic/Center, Rehabilitation, Substance Use Disorder",WORCESTER,MA
1174610075,STATE OF OKLAHOMA DEPT. OF HUMAN SERVICES,NPI-2,Case Management,OKLAHOMA CITY,OK
1396750188,"NYSTROM & ASSOCIATES, LTD",NPI-2,Marriage & Family Therapist,NEW BRIGHTON,MN
1073599478,LABORATORY CORPORATION OF AMERICA,NPI-2,Clinical Medical Laboratory,SEATTLE,WA
1184602518,PRENTKE ROMICH COMPANY,NPI-2,Durable Medical Equipment & Medical Supplies,WOOSTER,OH
1629282272,"CENTRAL BOSTON ELDER SERVICES, INC.",NPI-2,Case Management,ROXBURY,MA
1043295934,HOPE NETWORK BEHAVIORAL HEALTH SERVICES,NPI-2,"Psychiatry & Neurology, Child & Adolescent Psychiatry",NUNICA,MI
1689639544,"HEALTHTRACKRX INDIANA, INC",NPI-2,Clinical Medical Laboratory,DENTON,TX
1114924834,SAINT PETER'S UNIVERSITY HOSPITAL,NPI-2,General Acute Care Hospital,NEW BRUNSWICK,NJ
1619105244,COMMUNITY PHYSICIANS OF INDIANA INC,NPI-2,Internal Medicine,INDIANAPOLIS,IN
1801920111,"CIRCLE OF LIFE HOME CARE ANISHINAABE, LLC",NPI-2,Home Health,SHOREVIEW,MN
1427267806,"WESTERN NEW YORK INDEPENDENT LIVING, INC.",NPI-2,Home Health,BUFFALO,NY
